index,plate,state,license_type,tow_eligible_date,total_fines,amount_paid,amount_due,violations,fines_in_judgement,total_fines_post_tow_eligible,amount_paid_post_tow_eligible,amount_due_post_tow_eligible,violations_post_tow_eligible,plate_id,license_plate_issuing_state,license_plate_type,first_action_date,last_action_date
3108246,LFN2610,NY,PAS,2024-05-28,555.49,50.0,505.49,7,505.49,0.0,0.0,0.0,0.0,,,,,
3108383,LFN3670,NY,PAS,2024-10-13,1390.71,159.73000000000002,1230.98,18,1180.98,743.04,0.0,743.04,10.0,,,,,
3108427,LFN3746,NY,PAS,2024-10-24,412.51,0.0,412.51,5,412.51,0.0,0.0,0.0,0.0,,,,,
3108438,LFN3760,NY,PAS,2024-08-18,2097.04,727.11,1369.93,27,1369.93,632.17,0.0,632.17,8.0,LFN3760,NY,PAS,2025-03-05,2025-06-18
3108484,LFN3910,NY,PAS,2024-08-12,811.72,238.66000000000005,573.06,10,573.06,80.12,0.0,80.12,1.0,LFN3910,NY,PAS,2023-12-12,2023-12-12
3108600,LFN4647,NY,PAS,2024-12-28,410.43,0.0,410.43,5,410.43,0.0,0.0,0.0,0.0,,,,,
3108637,LFN4717,NY,PAS,2024-12-04,1378.68,503.42,875.26,19,875.26,156.84,0.0,156.84,2.0,LFN4717,NY,PAS,2024-12-03,2024-12-03
3108736,LFN5032,NY,PAS,2024-10-06,1591.03,643.37,947.66,22,672.66,737.91,222.84,515.0699999999999,11.0,LFN5032,NY,PAS,2024-01-24,2025-04-10
3108737,LFN5034,NY,PAS,2024-05-09,588.98,0.0,588.98,7,588.98,0.0,0.0,0.0,0.0,,,,,
3108779,LFN5120,NY,PAS,2024-04-21,752.72,60.68,692.04,9,692.04,165.03,0.0,165.03,2.0,LFN5120,NY,PAS,2024-04-18,2024-04-18
3108856,LFN5528,NY,PAS,2024-07-03,1241.04,0.0,1241.04,15,1241.04,242.41,0.0,242.41,3.0,,,,,
3108860,LFN5534,NY,PAS,2024-05-06,5234.32,0.0,5234.32,65,5234.32,4227.37,0.0,4227.37,53.0,,,,,
3108894,LFN5589,NY,PAS,2024-03-29,2908.88,0.0,2908.88,35,2908.88,1811.56,0.0,1811.56,22.0,,,,,
3109008,LFN5907,NY,PAS,2024-07-05,1490.47,0.0,1490.47,18,1490.47,0.0,0.0,0.0,0.0,,,,,
3109015,LFN5959,NY,PAS,2024-05-29,1807.71,133.98,1673.73,22,1673.73,652.19,0.0,652.19,8.0,LFN5959,NY,PAS,2024-03-07,2024-08-20
3109072,LFN6088,NY,PAS,2024-02-03,856.48,0.0,856.48,10,856.48,0.0,0.0,0.0,0.0,,,,,
3109114,LFN6154,NY,PAS,2024-07-30,1536.04,634.3,901.74,19,901.74,0.0,0.0,0.0,0.0,LFN6154,NY,PAS,2024-04-11,2024-07-15
3109206,LFN6896,NY,PAS,2024-04-19,4210.98,50.0,4160.98,51,4160.98,1814.29,0.0,1814.29,22.0,LFN6896,NY,PAS,2024-05-02,2024-05-02
3109221,LFN6920,NY,PAS,2024-08-28,1747.26,0.0,1747.26,22,1597.26,928.61,0.0,928.61,12.0,,,,,
3109237,LFN7167,PA,PAS,2024-04-22,4755.29,0.0,4755.29,57,4755.29,826.06,0.0,826.06,10.0,LFN7167,PA,PAS,2024-04-29,2024-04-29
3109244,LFN7198,NY,PAS,2024-10-09,565.32,0.0,565.32,7,565.32,158.79000000000002,0.0,158.79000000000002,2.0,,,,,
3109403,LFN7967,NY,PAS,2024-12-07,649.59,0.0,649.59,8,649.59,0.0,0.0,0.0,0.0,LFN7967,NY,PAS,2024-10-29,2024-10-29
3109486,LFN8144,NY,PAS,2024-07-18,1397.7,685.93,711.77,17,711.77,237.47,0.0,237.47,3.0,LFN8144,NY,PAS,2024-05-28,2024-05-28
3109514,LFN8197,NY,PAS,2024-06-30,549.77,50.0,499.77,7,499.77,0.0,0.0,0.0,0.0,,,,,
3109614,LFN9171,PA,PAS,2024-04-10,714.59,0.0,714.59,9,514.59,200.0,0.0,200.0,3.0,,,,,
3109671,LFN9572,NY,PAS,2024-10-27,983.2,575.89,407.31,13,407.31,0.0,0.0,0.0,0.0,LFN9572,NY,PAS,2024-05-13,2024-05-13
3109731,LFN9769,NY,PAS,2024-05-01,2244.25,0.0,2244.25,27,2244.25,658.3,0.0,658.3,8.0,LFN9769,NY,PAS,2024-07-17,2024-07-17
3109800,LFN9971,NY,PAS,2024-11-13,1121.97,311.75,810.22,15,810.22,311.34000000000003,0.0,311.34000000000003,4.0,,,,,
3110085,LFP2218,NY,PAS,2024-01-29,2910.75,1200.0,1710.75,44,1710.75,0.0,0.0,0.0,0.0,LFP2218,NY,PAS,2024-03-21,2024-03-21
3110154,LFP2354,PA,PAS,2024-03-17,512.64,0.0,512.64,6,512.64,0.0,0.0,0.0,0.0,,,,,
3110170,LFP2385,PA,PAS,2024-01-08,518.49,0.0,518.49,6,518.49,0.0,0.0,0.0,0.0,LFP2385,PA,PAS,2023-11-02,2023-11-02
3110172,LFP2388,NY,PAS,2024-03-15,1486.7,0.0,1486.7,18,1486.7,551.54,0.0,551.54,7.0,,,,,
3110183,LFP2414,NY,PAS,2024-10-07,1427.5,122.66,1304.84,18,1304.84,778.48,0.0,778.48,10.0,LFP2414,NY,PAS,2024-11-26,2024-11-26
3110242,LFP2532,NY,PAS,2024-03-03,1268.08,0.0,1268.08,15,1268.08,332.14,0.0,332.14,4.0,,,,,
3110287,LFP2628,NY,PAS,2024-01-26,761.26,107.04,654.22,9,654.22,168.8,0.0,168.8,2.0,LFP2628,NY,PAS,2024-04-11,2024-04-11
3110347,LFP2753,NY,PAS,2024-08-16,1787.51,1128.95,658.56,24,658.56,0.0,0.0,0.0,0.0,LFP2753,NY,PAS,2024-04-22,2024-04-22
3110521,LFP3545,NY,PAS,2024-09-12,642.44,0.0,642.44,8,642.44,229.02,0.0,229.02,3.0,,,,,
3110802,LFP5264,NY,PAS,2024-05-05,1072.71,105.29,967.42,13,967.42,244.75,0.0,244.75,3.0,LFP5264,NY,PAS,2024-04-02,2024-07-17
3110878,LFP5434,NY,PAS,2024-02-01,600.68,0.0,600.68,7,600.68,0.0,0.0,0.0,0.0,,,,,
3110984,LFP5653,NY,PAS,2024-08-05,419.47,0.0,419.47,5,419.47,0.0,0.0,0.0,0.0,LFP5653,NY,PAS,2024-01-04,2024-01-04
3110995,LFP5671,NY,PAS,2024-05-07,1415.61,250.0,1165.61,19,1165.61,410.3,0.0,410.3,5.0,LFP5671,NY,PAS,2023-11-27,2023-11-27
3111009,LFP5695,NY,PAS,2024-02-08,1708.02,0.0,1708.02,20,1708.02,0.0,0.0,0.0,0.0,,,,,
3111028,LFP5731,NY,PAS,2024-11-11,965.78,46.32,919.46,12,919.46,78.81,0.0,78.81,1.0,LFP5731,NY,PAS,2024-09-19,2024-09-19
3111030,LFP5734,NY,PAS,2024-04-04,1203.0,50.0,1153.0,15,1153.0,728.27,0.0,728.27,9.0,,,,,
3111034,LFP5743,NY,PAS,2024-06-22,911.26,76.95,834.31,11,834.31,0.0,0.0,0.0,0.0,,,,,
3111074,LFP6005,NY,PAS,2024-10-05,1578.32,961.61,616.71,21,616.71,206.08,92.79,113.29,3.0,LFP6005,NY,PAS,2024-02-22,2025-06-23
3111168,LFP6251,NY,PAS,2024-06-18,745.78,45.64,700.14,9,700.14,81.28,0.0,81.28,1.0,LFP6251,NY,PAS,2024-05-09,2024-05-09
3111220,LFP6378,NY,PAS,2024-06-21,567.66,150.47,417.19,7,417.19,0.0,0.0,0.0,0.0,,,,,
3111264,LFP6558,PA,PAS,2024-02-14,993.3,0.0,993.3,12,993.3,637.5,0.0,637.5,8.0,,,,,
3111359,LFP7091,NY,PAS,2024-09-11,2861.22,125.0,2736.22,37,2611.22,1756.18,0.0,1756.18,23.0,,,,,
3111370,LFP7114,NY,PAS,2024-08-21,2956.87,679.99,2276.88,37,2276.88,643.48,0.0,643.48,8.0,LFP7114,NY,PAS,2024-01-25,2024-08-06
3111398,LFP7171,NY,PAS,2024-04-15,3325.42,376.33,2949.09,41,2949.09,1104.25,0.0,1104.25,14.0,LFP7171,NY,PAS,2024-04-10,2025-02-06
3111653,LFP7996,NY,PAS,2024-12-12,1091.71,533.12,558.59,16,558.59,0.0,0.0,0.0,0.0,LFP7996,NY,PAS,2024-01-22,2024-01-22
3111712,LFP8114,NY,PAS,2024-02-15,4263.5,2576.5,1687.0,53,1687.0,420.18,0.0,420.18,5.0,LFP8114,NY,PAS,2024-03-28,2024-03-28
3111722,LFP8133,NY,PAS,2024-08-13,1142.26,30.14,1112.12,14,1112.12,80.63,0.0,80.63,1.0,LFP8133,NY,PAS,2024-09-16,2024-09-16
3111871,LFP8477,NY,PAS,2024-03-06,514.59,0.0,514.59,6,514.59,0.0,0.0,0.0,0.0,,,,,
3112049,LFP9448,NY,PAS,2024-09-16,1139.69,574.76,564.9300000000001,14,564.9300000000001,150.21,0.0,150.21,2.0,,,,,
3112120,LFP9663,NY,PAS,2024-05-17,504.58,0.0,504.58,6,504.58,0.0,0.0,0.0,0.0,LFP9663,NY,PAS,2024-06-20,2024-06-20
3112160,LFP9877,NY,PAS,2024-11-26,650.89,0.0,650.89,8,650.89,0.0,0.0,0.0,0.0,LFP9877,NY,PAS,2023-12-13,2024-03-27
3112166,LFP9892,NY,PAS,2024-11-02,486.51,0.0,486.51,6,486.51,0.0,0.0,0.0,0.0,,,,,
3112207,LFP9998,NY,PAS,2024-02-28,682.61,0.0,682.61,8,682.61,0.0,0.0,0.0,0.0,,,,,
3112334,LFR1222,NY,PAS,2024-12-31,4941.43,3751.22,1190.21,74,1190.21,0.0,0.0,0.0,0.0,LFR1222,NY,PAS,2024-12-05,2024-12-05
3112503,LFR2100,NY,PAS,2024-03-23,1185.89,0.0,1185.89,14,1185.89,0.0,0.0,0.0,0.0,,,,,
3112506,LFR2105,NY,PAS,2024-02-28,756.22,0.0,756.22,9,756.22,159.44,0.0,159.44,2.0,,,,,
3112545,LFR2354,NY,PAS,2024-08-21,494.05,0.0,494.05,6,494.05,0.0,0.0,0.0,0.0,LFR2354,NY,PAS,2024-07-25,2024-07-29
3112595,LFR2470,NY,PAS,2024-02-28,426.29,0.0,426.29,5,426.29,0.0,0.0,0.0,0.0,,,,,
3112597,LFR2471,NY,PAS,2024-03-10,908.04,150.0,758.04,12,758.04,78.94,0.0,78.94,1.0,,,,,
3112608,LFR2492,NY,PAS,2024-08-20,952.49,50.0,902.49,12,902.49,0.0,0.0,0.0,0.0,,,,,
3112624,LFR2536,NY,PAS,2024-03-05,2085.91,150.3,1935.61,25,1935.61,651.76,75.0,576.76,8.0,,,,,
3112637,LFR2562,NY,PAS,2024-08-20,2092.72,75.0,2017.72,27,1667.72,1350.15,75.0,1275.15,18.0,,,,,
3112664,LFR2615,NY,PAS,2024-02-05,1713.22,0.0,1713.22,20,1713.22,0.0,0.0,0.0,0.0,,,,,
3112762,LFR2846,NY,PAS,2024-06-07,694.7,276.47,418.23,10,418.23,0.0,0.0,0.0,0.0,LFR2846,NY,PAS,2023-12-04,2024-03-19
3112786,LFR2906,NY,PAS,2024-06-02,738.13,115.35,622.78,9,622.78,244.36,0.0,244.36,3.0,LFR2906,NY,PAS,2024-04-17,2024-06-26
3112787,LFR2908,NY,PAS,2024-01-28,515.63,0.0,515.63,6,515.63,0.0,0.0,0.0,0.0,,,,,
3112794,LFR2922,NY,PAS,2024-04-30,10183.09,2226.65,7956.44,127,7956.44,6034.61,0.0,6034.61,74.0,LFR2922,NY,PAS,2024-05-20,2024-05-20
3112921,LFR3433,NY,PAS,2024-04-28,593.4,0.0,593.4,7,593.4,0.0,0.0,0.0,0.0,,,,,
3112938,LFR3468,NY,PAS,2024-07-11,1156.31,30.4,1125.91,14,1125.91,0.0,0.0,0.0,0.0,LFR3468,NY,PAS,2024-04-22,2024-04-23
3112969,LFR3546,NY,PAS,2024-05-22,1873.74,389.79,1483.95,23,1483.95,971.2,0.0,971.2,12.0,LFR3546,NY,PAS,2024-03-04,2024-11-21
3112985,LFR3576,NY,PAS,2024-03-05,2333.18,297.93,2035.25,28,2035.25,0.0,0.0,0.0,0.0,LFR3576,NY,PAS,2023-12-04,2023-12-04
3113015,LFR3637,NY,PAS,2024-09-13,700.94,0.0,700.94,9,575.94,284.33,0.0,284.33,4.0,LFR3637,NY,PAS,2025-06-09,2025-06-09
3113033,LFR3673,NY,PAS,2024-02-18,1169.88,30.1,1139.78,14,1139.78,405.23,0.0,405.23,5.0,LFR3673,NY,PAS,2024-02-07,2024-02-07
3113058,LFR3725,NY,PAS,2024-04-20,915.13,94.66,820.47,11,820.47,82.71,0.0,82.71,1.0,LFR3725,NY,PAS,2024-04-10,2024-04-10
3113060,LFR3728,NY,PAS,2024-03-21,8030.55,1805.47,6225.08,100,6225.08,5980.56,1000.58,4979.98,74.0,LFR3728,NY,PAS,2023-11-20,2025-01-31
3113166,LFR4038,NY,PAS,2024-07-10,2272.45,1397.78,874.6700000000001,33,824.6700000000001,1045.25,834.3199999999999,210.93,18.0,,,,,
3113268,LFR4327,NY,PAS,2024-12-29,478.9,0.0,478.9,6,478.9,0.0,0.0,0.0,0.0,LFR4327,NY,PAS,2024-12-03,2024-12-04
3113284,LFR4408,NY,PAS,2024-02-13,1044.91,466.16,578.75,13,578.75,0.0,0.0,0.0,0.0,LFR4408,NY,PAS,2024-02-28,2024-02-28
3113559,LFR6461,NY,PAS,2024-09-15,1207.01,713.49,493.52,15,493.52,0.0,0.0,0.0,0.0,,,,,
3113634,LFR6692,NY,PAS,2024-03-23,2316.58,175.97,2140.61,28,2140.61,1151.7,0.0,1151.7,14.0,LFR6692,NY,PAS,2024-03-28,2024-03-28
3114012,LFR8514,NY,PAS,2024-05-28,1056.86,285.89,770.97,14,770.97,79.97,0.0,79.97,1.0,LFR8514,NY,PAS,2024-05-06,2024-05-06
3114026,LFR8548,NY,PAS,2024-04-18,5401.75,175.0,5226.75,67,5226.75,3295.3,0.0,3295.3,41.0,,,,,
3114028,LFR8552,NY,PAS,2024-07-14,1061.86,155.95,905.91,13,905.91,161.91000000000005,0.0,161.91000000000005,2.0,LFR8552,NY,PAS,2024-05-07,2024-06-17
3114050,LFR8593,NY,PAS,2024-08-15,575.2,0.0,575.2,7,575.2,79.98,0.0,79.98,1.0,,,,,
3114099,LFR8804,NY,PAS,2024-12-29,708.99,75.0,633.99,9,633.99,152.55,0.0,152.55,2.0,LFR8804,NY,PAS,2024-01-09,2024-01-09
3114202,LFR8953,NY,PAS,2024-06-09,847.35,258.27,589.08,11,489.08,100.0,0.0,100.0,2.0,LFR8953,NY,PAS,2024-08-07,2025-06-11
3114212,LFR8973,NY,PAS,2024-02-28,1191.35,0.0,1191.35,14,1191.35,0.0,0.0,0.0,0.0,,,,,
3114324,LFR9352,NY,PAS,2024-09-28,728.92,169.65,559.27,9,559.27,75.95,0.0,75.95,1.0,LFR9352,NY,PAS,2024-07-22,2024-10-15
3114391,LFR9548,NY,PAS,2024-06-22,663.74,0.0,663.74,8,663.74,81.41,0.0,81.41,1.0,,,,,
3114503,LFR9773,NY,PAS,2024-02-25,9392.47,5122.23,4270.24,132,3970.24,8429.71,4843.77,3585.94,120.0,,,,,
3114535,LFR9837,NY,PAS,2024-08-24,417.56,15.11,402.45,5,402.45,0.0,0.0,0.0,0.0,,,,,
3114604,LFS0377,PA,PAS,2024-02-05,452.16,100.0,352.16,6,352.16,0.0,0.0,0.0,0.0,,,,,
3114664,LFS1272,NY,PAS,2024-01-21,7740.57,0.0,7740.57,92,7740.57,4237.84,0.0,4237.84,51.0,,,,,
3114693,LFS1336,NY,PAS,2024-02-26,913.73,251.14,662.59,12,662.59,0.0,0.0,0.0,0.0,LFS1336,NY,PAS,2024-06-04,2024-06-04
3114808,LFS1654,NY,PAS,2024-06-13,3092.21,663.0600000000001,2429.15,39,2204.15,2100.39,525.0,1575.39,27.0,LFS1654,NY,PAS,2024-08-15,2024-08-15
3114905,LFS2042,NY,PAS,2024-02-16,1532.98,0.0,1532.98,18,1532.98,0.0,0.0,0.0,0.0,,,,,
3114937,LFS2093,NY,PAS,2024-03-10,2320.4,75.23,2245.17,29,2045.17,1733.79,0.0,1733.79,22.0,LFS2093,NY,PAS,2024-02-15,2024-02-15
3114955,LFS2128,NY,PAS,2024-02-23,763.29,146.39,616.9,9,616.9,0.0,0.0,0.0,0.0,,,,,
3114977,LFS2171,NY,PAS,2024-04-27,670.78,0.0,670.78,8,670.78,79.85,0.0,79.85,1.0,,,,,
3114989,LFS2193,NY,PAS,2024-10-04,1017.59,140.02,877.57,13,877.57,0.0,0.0,0.0,0.0,,,,,
3115106,LFS3005,NY,PAS,2024-12-26,716.25,187.39,528.86,9,528.86,0.0,0.0,0.0,0.0,LFS3005,NY,PAS,2024-07-24,2024-11-06
3115142,LFS3068,NY,PAS,2024-06-20,3042.7799999999997,0.0,3042.7799999999997,44,2167.7799999999997,2288.51,0.0,2288.51,35.0,,,,,
3115203,LFS3457,NY,PAS,2024-12-11,880.37,0.0,880.37,12,880.37,381.88,0.0,381.88,5.0,,,,,
3115239,LFS3659,NY,OMS,2024-08-31,898.33,15.09,883.24,11,883.24,0.0,0.0,0.0,0.0,LFS3659,NY,OMS,2024-07-15,2024-11-14
3115245,LFS3681,NY,PAS,2024-08-23,1057.55,0.0,1057.55,13,1057.55,477.28,0.0,477.28,6.0,,,,,
3115303,LFS3952,NY,PAS,2024-08-28,575.4,15.23,560.1700000000001,7,560.1700000000001,0.0,0.0,0.0,0.0,LFS3952,NY,PAS,2024-06-27,2024-07-01
3115423,LFS4584,NY,PAS,2024-05-25,1501.96,516.41,985.55,19,910.55,714.04,121.7,592.34,9.0,LFS4584,NY,PAS,2025-05-08,2025-05-08
3115502,LFS4744,NY,PAS,2024-09-05,1733.94,366.22,1367.72,22,1367.72,549.46,0.0,549.46,7.0,,,,,
3115525,LFS4815,NY,PAS,2024-10-07,1017.88,415.53,602.35,13,552.35,281.9,30.869999999999997,251.03,4.0,LFS4815,NY,PAS,2024-07-08,2025-06-23
3115551,LFS4899,NY,PAS,2024-12-09,486.49,30.85,455.64,6,455.64,0.0,0.0,0.0,0.0,LFS4899,NY,PAS,2024-09-04,2024-09-04
3115565,LFS4925,PA,PAS,2024-11-12,409.78,0.0,409.78,5,409.78,0.0,0.0,0.0,0.0,LFS4925,PA,PAS,2024-09-05,2024-09-05
3115611,LFS5021,NY,PAS,2024-02-26,1374.05,253.17,1120.88,17,1120.88,623.12,50.0,573.12,8.0,,,,,
3115656,LFS5257,NY,PAS,2024-10-19,2684.16,1278.47,1405.69,36,1405.69,233.05,0.0,233.05,3.0,,,,,
3115695,LFS5321,NY,PAS,2024-10-29,1326.6,628.0699999999999,698.53,17,573.53,275.99,0.0,275.99,4.0,LFS5321,NY,PAS,2024-08-22,2025-06-18
3115771,LFS5610,NY,PAS,2024-06-21,657.0799999999999,218.96,438.12,8,438.12,0.0,0.0,0.0,0.0,LFS5610,NY,PAS,2024-06-06,2024-06-06
3115805,LFS5676,NY,PAS,2024-08-23,1973.55,0.0,1973.55,25,1923.55,909.11,0.0,909.11,12.0,,,,,
3115983,LFS6464,NY,PAS,2024-04-24,674.9399999999999,0.0,674.94,8,674.94,0.0,0.0,0.0,0.0,,,,,
3116003,LFS6513,NY,PAS,2024-02-06,2403.76,90.15,2313.61,29,2313.61,1392.68,0.0,1392.68,17.0,LFS6513,NY,PAS,2024-02-20,2024-02-20
3116054,LFS6748,NY,PAS,2024-01-25,1357.68,0.0,1357.68,16,1357.68,243.58,0.0,243.58,3.0,,,,,
3116080,LFS6841,NY,PAS,2024-05-09,2806.33,0.0,2806.33,35,2756.33,2297.07,0.0,2297.07,29.0,,,,,
3116807,LFS9542,NY,PAS,2024-09-06,901.45,0.0,901.45,11,826.4499999999999,75.0,0.0,75.0,1.0,LFS9542,NY,PAS,2023-12-14,2023-12-14
3116808,LFS9545,NY,PAS,2024-05-30,1569.55,107.32,1462.23,19,1462.23,573.51,0.0,573.51,7.0,LFS9545,NY,PAS,2024-06-27,2024-06-27
3116892,LFS9702,NY,PAS,2024-02-10,711.68,0.0,711.68,9,711.68,0.0,0.0,0.0,0.0,,,,,
3116917,LFS9741,NY,PAS,2024-08-13,1786.59,609.19,1177.4,22,1177.4,159.12,31.18,127.94,2.0,,,,,
3116918,LFS9744,NY,PAS,2024-04-28,1910.27,102.01,1808.26,25,1808.26,1358.55,52.01,1306.54,18.0,,,,,
3116966,LFS9919,NY,PAS,2024-04-04,912.07,0.0,912.07,11,912.07,0.0,0.0,0.0,0.0,,,,,
3117053,LFT1279,NY,PAS,2024-11-22,494.05,0.0,494.05,6,494.05,0.0,0.0,0.0,0.0,LFT1279,NY,PAS,2024-03-06,2024-03-06
3117070,LFT1400,NY,PAS,2024-11-25,417.58,0.0,417.58,5,417.58,0.0,0.0,0.0,0.0,LFT1400,NY,PAS,2023-10-30,2024-03-07
3117314,LFT2816,NY,PAS,2024-05-25,1339.63,0.0,1339.63,16,1339.63,0.0,0.0,0.0,0.0,LFT2816,NY,PAS,2024-03-06,2024-03-06
3117325,LFT2907,NY,PAS,2024-09-26,422.26,0.0,422.26,5,422.26,0.0,0.0,0.0,0.0,LFT2907,NY,PAS,2023-12-05,2023-12-05
3117327,LFT2918,NY,PAS,2024-09-26,575.3299999999999,0.0,575.3299999999999,7,575.3299999999999,0.0,0.0,0.0,0.0,,,,,
3117482,LFT3926,NY,PAS,2024-10-25,802.36,75.0,727.36,10,727.36,158.26999999999998,0.0,158.26999999999998,2.0,,,,,
3117522,LFT4188,NY,PAS,2024-06-04,779.49,50.0,729.49,10,729.49,306.32,0.0,306.32,4.0,,,,,
3117690,LFT5263,NY,PAS,2024-06-29,1211.72,76.01,1135.71,16,1035.71,716.05,0.0,716.05,10.0,LFT5263,NY,PAS,2024-03-07,2024-12-11
3117739,LFT5686,NY,PAS,2024-07-12,419.27,0.0,419.27,5,419.27,0.0,0.0,0.0,0.0,,,,,
3117751,LFT5740,NY,PAS,2024-10-26,538.85,0.0,538.85,7,488.85,50.0,0.0,50.0,1.0,,,,,
3117851,LFT6326,TX,PAS,2024-10-20,501.46,0.0,501.46,6,501.46,0.0,0.0,0.0,0.0,,,,,
3117962,LFT6975,NY,PAS,2024-08-26,733.03,158.01999999999998,575.01,9,575.01,0.0,0.0,0.0,0.0,,,,,
3118263,LFT8895,NY,PAS,2024-11-15,883.68,0.0,883.68,11,883.68,155.28,0.0,155.28,2.0,LFT8895,NY,PAS,2024-12-11,2025-03-10
3118290,LFT9031,PA,PAS,2024-11-29,1375.35,741.5,633.85,18,633.85,256.06,100.0,156.06,4.0,LFT9031,PA,PAS,2023-04-25,2024-03-13
3118351,LFT9489,NY,PAS,2024-08-30,1259.98,78.16,1181.82,17,806.82,686.86,0.0,686.86,10.0,,,,,
3118480,LFV1715,NY,PAS,2024-11-09,411.47,0.0,411.47,5,411.47,0.0,0.0,0.0,0.0,,,,,
3118552,LFV2576,PA,PAS,2024-01-14,1800.61,0.0,1800.61,21,1800.61,84.66,0.0,84.66,1.0,,,,,
3118562,LFV2971,NY,PAS,2024-03-29,1823.71,168.24,1655.47,22,1655.47,735.94,0.0,735.94,9.0,LFV2971,NY,PAS,2024-04-15,2024-10-10
3118709,LFV6562,NY,PAS,2024-09-01,892.74,75.65,817.09,11,817.09,80.11,0.0,80.11,1.0,LFV6562,NY,PAS,2024-01-18,2024-01-18
3118816,LFW1036,NY,PAS,2024-05-09,588.46,0.0,588.46,7,588.46,0.0,0.0,0.0,0.0,,,,,
3118990,LFW2263,NY,PAS,2024-08-17,419.4,0.0,419.4,5,419.4,0.0,0.0,0.0,0.0,,,,,
3119103,LFW2994,NY,PAS,2024-10-26,715.8399999999999,182.56,533.28,10,533.28,0.0,0.0,0.0,0.0,,,,,
3119125,LFW3064,PA,PAS,2024-02-13,2198.48,386.73,1811.75,28,1661.75,1509.77,251.65,1258.12,19.0,LFW3064,PA,PAS,2025-06-05,2025-06-05
3119175,LFW3418,NY,PAS,2024-08-30,1238.09,151.12,1086.97,16,1036.97,593.83,0.0,593.83,8.0,,,,,
3119219,LFW3663,NY,PAS,2024-03-28,420.30999999999995,0.0,420.31,5,420.31,0.0,0.0,0.0,0.0,,,,,
3119225,LFW3689,NY,PAS,2024-10-02,412.77,0.0,412.77,5,412.77,0.0,0.0,0.0,0.0,,,,,
3119268,LFW3940,NY,PAS,2024-04-05,2643.63,150.0,2493.63,33,2493.63,905.6,0.0,905.6,11.0,LFW3940,NY,PAS,2024-06-20,2024-09-30
3119270,LFW3952,NY,PAS,2024-09-02,571.17,0.0,571.17,7,571.17,158.66000000000005,0.0,158.66000000000005,2.0,,,,,
3119349,LFW4525,NY,PAS,2024-07-18,413.94,0.0,413.94,5,413.94,0.0,0.0,0.0,0.0,,,,,
3119415,LFW4968,NY,PAS,2024-05-21,998.63,0.0,998.63,12,998.63,326.81,0.0,326.81,4.0,LFW4968,NY,PAS,2024-07-01,2024-07-01
3119510,LFW5226,NY,PAS,2024-04-26,600.65,160.29,440.36,8,440.36,82.71,0.0,82.71,1.0,LFW5226,NY,PAS,2024-02-28,2024-02-28
3119566,LFW5412,NY,PAS,2024-06-10,7332.45,20.0,7312.45,96,6512.45,6418.49,0.0,6418.49,85.0,,,,,
3119624,LFW5572,NY,PAS,2024-02-12,752.78,121.18,631.6,9,631.6,81.41,0.0,81.41,1.0,,,,,
3119657,LFW5655,NY,PAS,2024-02-07,772.6,0.0,772.6,9,772.6,0.0,0.0,0.0,0.0,,,,,
3119706,LFW5764,NY,PAS,2024-08-19,581.31,0.0,581.31,7,581.31,0.0,0.0,0.0,0.0,,,,,
3119709,LFW5770,NY,PAS,2024-03-23,764.93,0.0,764.9300000000001,9,764.9300000000001,0.0,0.0,0.0,0.0,,,,,
3119718,LFW5796,NY,PAS,2024-03-14,428.63,0.0,428.63,5,428.63,0.0,0.0,0.0,0.0,,,,,
3119746,LFW5867,NY,PAS,2024-05-17,502.99,0.0,502.99,6,502.99,0.0,0.0,0.0,0.0,LFW5867,NY,PAS,2024-02-27,2024-02-27
3119747,LFW5868,NY,PAS,2024-08-07,724.28,0.0,724.28,9,724.28,0.0,0.0,0.0,0.0,LFW5868,NY,PAS,2024-08-06,2024-08-06
3119751,LFW5874,NY,PAS,2024-06-24,584.46,83.26,501.2,7,501.2,0.0,0.0,0.0,0.0,,,,,
3119759,LFW5894,NY,PAS,2024-03-19,3091.26,100.0,2991.26,42,2341.26,2330.88,100.0,2230.88,33.0,,,,,
3119814,LFW6029,NY,PAS,2024-12-04,726.5799999999999,0.0,726.5799999999999,9,726.5799999999999,77.25,0.0,77.25,1.0,LFW6029,NY,PAS,2024-01-29,2024-01-29
3119852,LFW6158,NY,PAS,2024-09-20,647.0799999999999,0.0,647.0799999999999,8,572.0799999999999,154.45999999999998,0.0,154.45999999999998,2.0,,,,,
3119855,LFW6166,NY,PAS,2024-08-11,2983.66,0.0,2983.66,38,2933.66,2241.09,0.0,2241.09,29.0,,,,,
3119921,LFW6352,NY,PAS,2024-11-20,1498.39,0.0,1498.39,19,1423.39,611.72,0.0,611.72,8.0,,,,,
3119991,LFW6584,NY,PAS,2024-04-29,830.61,0.0,830.61,10,830.61,405.75,0.0,405.75,5.0,,,,,
3120009,LFW6631,NY,PAS,2024-09-12,1518.7,0.0,1518.7,19,1518.7,698.9100000000001,0.0,698.9100000000001,9.0,LFW6631,NY,PAS,2025-04-01,2025-04-01
3120018,LFW6647,NY,PAS,2024-10-26,646.99,0.0,646.99,8,646.99,77.64,0.0,77.64,1.0,,,,,
3120065,LFW6784,NY,PAS,2024-08-09,1097.67,50.0,1047.67,14,1047.67,469.61,0.0,469.61,6.0,,,,,
